Идентификатор,Заголовок,Описание,"Дата публикации",Рейтинг,"Кол-во лайков","Кол-во комментариев","Название места","Адрес места","Локация места",Ссылка
51610,"В Калининском районе открылся скейт-парк","<p>Здесь можно заниматься разнообразным экстремальным спортом.</p>",2024,10,4,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-kalininskom-rajone-otkryilsya/",,,,
51604,"В Эрмитаже открылась выставка японских миниатюрных скульптур нэцкэ","<p>Зрителям представили 185 экспонатов.</p>",2024,10,3,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/vystavka-yaponskih-miniatyurnyh-skulptur-necke/",,,,
51603,"Эрмитаж запускает экскурсии по экспозиции «Костюмы Прекрасной эпохи","<p>Гид поможет разобраться, что влияло на европейскую моду много веков назад.</p>",2024,10,3,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/ermitazh-zapuskaet-ekskursii-po/",,,,
51602,"На пяти особо охраняемых территориях Ленобласти снизили цены на билеты","<p>Особый тариф будет действовать осенью и зимой.</p>",2024,10,3,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/na-pyati-osobo-ohranyaemyih/",,,,
51601,"В Сосновом бору заканчивается благоустройство парка на берегу Коваши","<p>Он превратился в уютное пространство с уголками для отдыха.</p>",2024,10,3,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-sosnovom-boru-zakanchivaetsya/",,,,
51598,"Опубликован трейлер фильма «Джой» об изобретении ЭКО","<p>Лента основана на реальных событиях.</p>",2024,10,3,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/trejler-filma-dzhoj-ob-izobretenii-eko/",,,,
51289,"В Питере — строить бизнес. История агентства MUSICTOTHE","<p><a href=""https://kudago.com/spb/activity/biznes-v-pitere/""><u>В нашей рубрике</u></a> о предпринимателях мы делимся с вами историями вдохновляющих людей, которые меняют наш мир к лучшему. Сегодня мы расскажем вам о Семёне Иоффе, создавшем агентство MUSICTOTHE, которое ответственно за ваши впечатления. Семён поделился с нами критериями отличного концерта, рассказал, что происходит за кулисами во время мероприятия и почему впечатления, полученные на концертах, нельзя ни с чем сравнить.</p>",2024,10,3,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/v-pitere---stroit-biznes-musictothe/",,,,
51597,"По мультсериалу «Ох уж эти детки!» снимут фильм","<p>Он будет гибридом живых съёмок и графики. </p>",2024,10,3,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/po-multserialu-oh-uzh-eti/",,,,
51596,"Подозреваемого в похищении кенгурят из зоопарков задержали","<p>Вор-рецидивист отличается маленьким ростом.</p>",2024,10,3,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/podozrevaemogo-v-pohischenii/",,,,
51594,"На Камчатке группу косаток выбросило на мель","<p>За их жизнь боролись спасатели и волонтёры.</p>",2024,10,2,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/na-kamchatke-gruppu-kosatok/",,,,
51593,"Опубликован трейлер документалки о творчестве композитора Джона Уильямса","<p>Он оживил своей музыкой множество культовых фильмов. </p>",2024,10,2,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/trejler-dokumentalki-o-dzhone-uilyamse/",,,,
51592,"Вышел трейлер байопика «Быть лучше: История Робби Уильямса»","<p>В роли певца — трёхмерная сгенерированная обезьяна.</p>",2024,10,2,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/trejler-filma-pro-robbi-uilyamsa/",,,,
51591,"Статуи быков с территории мясокомбината на Московском шоссе отреставрируют до конца года","<p>Их могут переместить к парадному входу.</p>",2024,10,2,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/statui-byikov-s-territorii/",,,,
51590,"«Игра в кальмара» снова набирает участников в тизере второго сезона","<p>Несчастные ведутся на ту же ловушку.</p>",2024,10,2,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/igra-v-kalmara-snova-nabiraet/",,,,
51589,"Повара опробуют классические советские рецепты в новом шоу","<p>Зрители вспомнят, что такое вкус детства.</p>",2024,10,2,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/povara-oprobuyut-klassicheskie/",,,,
51588,"В Шушарах появится новый сквер","<p>Место для него выбрали на Вишерской улице.</p>",2024,10,2,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-shusharah-poyavitsya-novyij-skver/",,,,
51587,"Реставраторы рассказали, что сделают с памятником Ленину на Московской площади","<p>Статую уже окружили лесами. </p>",2024,10,2,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/restavratoryi-rasskazali-chto/",,,,
51585,"Сёстры Фэннинг работают над экранизацией мемуаров Пэрис Хилтон","<p>Об этом рассказала старшая из сестёр — Дакота. </p>",2024,10,2,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/syostryi-fenning-rabotayut-nad/",,,,
51583,"Из зоопарков в Ярославле и Калуге пропали кенгурята","<p>Подозреваемого ищут по фотороботу.</p>",2024,10,2,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/iz-zooparkov-v-yaroslavle-i/",,,,
51566,"«Театр – это всегда про прививку»: интервью режиссёра спектакля «Жертвоприношение» Галины Зальцман","<p>В интервью специально для KudaGo режиссёр Галина Зальцман рассказывает о своей новой работе — постановке «Жертвоприношение», основанной на фильме Андрея Тарковского.  </p>",2024,10,2,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/intervyu-teatr-galina-zaltsman/",,,,
51581,"В Италии нашли подлинную картину Пикассо, хранившуюся в подвале","<p>Жена владельца ненавидела экстравагантный портрет.</p>",2024,10,1,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/v-italii-nashli-podlinnuyu-kartinu/",,,,
51580,"Вышел трейлер документального фильма «Элтон Джон: Никогда не поздно»","<p>Музыкант вспоминает о счастливых и горьких минутах своего прошлого.</p>",2024,10,1,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/trejler-dokumentalnogo-filma-pro-eltona-dzhona/",,,,
51579,"В петербургском лицее нашли послания от учеников из XIX века","<p>Мальчишки выцарапали на стенах автографы.</p>",2024,10,1,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-peterburgskom-litsee-nashli/",,,,
51578,"Вандалы повредили лапу грифона на Банковском мосту","<p>На помощь знаменитым львам пришли горожане.</p>",2024,10,1,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/vandalyi-povredili-lapu-grifona/",,,,
51577,"Ботанический сад приглашает на выставку бегоний и фестиваль клёна","<p>Активности скрасят первые октябрьские выходные. </p>",2024,10,1,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/vystavku-begonij-i-festival-klyona-v-botsadu/",,,,
51563,"Кровавое боди: рецензия на фильм «Субстанция»","<p>До российского проката добралась «Субстанция» — боди-хоррор, получивший на Каннском фестивале приз за лучший сценарий. Каким получился обласканный критиками кровавый аттракцион об одержимости красотой и молодостью читайте в нашей рецензии. Ещё больше обзоров премьер и рецензий на фильмы ищите у нас на сайте в разделе про <a href=""https://kudago.com/spb/kino/"" title=""киноафиша ""><u>кино</u></a>.</p>",2024,10,1,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/recenziya-na-film-substanciya/",,,,
51574,"Пользователи ВКонтакте могут научиться грамотному общению с глухими и слабослышащими людьми","<p>Соцсеть научит общаться на жестовом языке. </p>",2024,10,1,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/polzovateli-vkontakte-mogut/",,,,
51572,"Лили-Роуз Депп мучают кошмары в ещё одном трейлере «Носферату»","<p>Романтичный ужастик выйдет в мировой прокат в декабре.</p>",2024,10,1,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/lili-rouz-depp-muchayut-koshmaryi-v/",,,,
51571,"«Ночлежка» собирает зонтики и дождевики","<p>Нужно успеть помочь подопечным до начала затяжных ливней.</p>",2024,10,1,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/nochlezhka-sobiraet-zontiki-i/",,,,
51570,"Россия попала в тройку лидеров по уровню близорукости детей и подростков","<p>От миопии страдает 46% молодого населения страны. </p>",2024,10,1,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/rossiya-popala-v-trojku-liderov/",,,,
51564,"Материнский капитал могут увеличить в следующем году","<p>Траты на детей растут из-за инфляции. </p>",2024,9,30,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/materinskij-kapital-mogut/",,,,
51562,"Журналы, где впервые опубликовали главы «Белой гвардии», продали на аукционе за 850 000 рублей","<p>Выпуски датированы 1925 годом. </p>",2024,9,30,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/zhurnalyi-gde-vpervyie/",,,,
51561,"Активисты вновь облили супом «Подсолнухи» Ван Гога","<p>В этот день их «коллег» наказали за такую же акцию двухлетней давности.</p>",2024,9,30,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/aktivistyi-vnov-oblili-supom/",,,,
51560,"80-летняя кореянка может стать старейшей участницей конкурса «Мисс Вселенная»","<p>Она прошла в финал национального этапа.</p>",2024,9,30,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/80-letnyaya-koreyanka-mozhet-stat/",,,,
51558,"В петербургских отделениях «Ночлежки» ввели женский день для посещения душевых","<p>Пункты принимают только клиенток каждый четверг.</p>",2024,9,30,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-peterburgskih-otdeleniyah/",,,,
51557,"Специальную серию «Подорожников» посвятят Дню пожилого человека","<p>Тираж карт ограничен.</p>",2024,9,30,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/spetsialnuyu-seriyu-podorozhnikov/",,,,
51552,"Стало известно, кто сыграет в ремейке фильма «Москва слезам не верит»","<p>Действие перенесут в современность.</p>",2024,9,27,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/kto-sygraet-v-remejke-filma-moskva-slezam-ne-verit/",,,,
51551,"The Cure выпустили сингл после 16 лет молчания","<p>Скоро состоится премьера нового альбома.</p>",2024,9,27,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/the-cure-vyipustili-singl-posle/",,,,
51550,"Умерла Мэгги Смит, сыгравшая Минерву МакГонагалл в фильмах о Гарри Поттере","<p>Палочки вверх!</p>",2024,9,27,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/umerla-meggi-smit-syigravshaya/",,,,
51549,"Появился первый трейлер спин-оффа «Джона Уика» с Аной де Армас","<p>Неонуарный экшен появится на экранах летом.</p>",2024,9,27,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/pervyj-trejler-spin-offa-dzhona-uika/",,,,
51546,"Вышел тизер грядущего сезона «Одни из нас»","<p>Для публикации выбрали особую дату.</p>",2024,9,27,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/vyishel-tizer-gryaduschego-sezona/",,,,
51548,"Турок в Петербурге: Алперен о гопниках, пасхальных куличах и советских артефактах","<p>Мы продолжаем знакомиться с иностранцами, живущими в городе на Неве. Наш сегодняшний герой — Алперен из Анкары. Поговорили о студне, бумажной волоките и русском юморе.</p>",2024,9,27,,,,,
0.7310585786300049,1,0,,,,"https://kudago.com/spb/news/turok-v-peterburge/",,,,
51544,"У фильма про Марию Каллас с Анджелиной Джоли появился первый тизер","<p>На Венецианском кинофестивале картину встретили овациями.</p>",2024,9,27,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/u-filma-pro-mariyu-kallas-s/",,,,
51547,"Ефим Шифрин рассказал о работе над фильмом «Возвращение попугая Кеши»","<p>Артист поделился секретом съёмок с животными.</p>",2024,9,27,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/efim-shifrin-rasskazal-o-rabote/",,,,
51542,"В Калининском районе заметили ястреба","<p>Он обедал.</p>",2024,9,27,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-kalininskom-rajone-zametili-yastreba/",,,,
51523,"Племя изгоев: рецензия на фильм «Граф Монте-Кристо»","<p>На экранах кинотеатров можно увидеть «Графа Монте-Кристо» — новую зрелищную экранизацию романа Александра Дюма. Французские кинематографисты превратили классический текст в современный блокбастер. Подробнее о фильме читайте в нашей рецензии. Ещё больше обзоров премьер и рецензий на фильмы ищите у нас на сайте в разделе про <a href=""https://kudago.com/spb/kino/"" title=""киноафиша ""><u>кино</u></a>.</p>",2024,9,27,,,,,
0.6224593312018546,1,1,,,,"https://kudago.com/all/news/recenziya-na-film-graf-monte-kristo-2024/",,,,
51540,"В усадьбе Уткина дача высадили яблони","<p>В следующем году здесь откроется выставочный центр.</p>",2024,9,27,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-usadbe-utkina-dacha-vyisadili-yabloni/",,,,
51290,"Go по работам: юрист по интеллектуальной собственности про народные представления о профессии, молодую музыкальную индустрию и Гарри Поттера","<p>Как бы вы ни представляли себе профессию юриста по интеллектуальной собственности, после прочтения интервью с Вадимом Хохловым вы поменяете мнение об этой сфере. Вадим работает с такими артистами, как Zoloto, ATL, GONE.Fludd, SODA LUV, BUSHIDO ZHO.  Он рассказал нам для <a href=""https://kudago.com/spb/activity/go-po-rabotam/"">Go по работам</a>, почему мир гораздо лучше спора, как быть котом Леопольдом в шоу-индустрии и почему его работа — это коммуникация и нетворкинг. </p>",2024,9,27,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/go-po-rabotam-yurist-po/",,,,
51536,"В Петербурге наступила осень","<p>Однако ночь с четверга на пятницу была рекордно тёплой.</p>",2024,9,27,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-peterburge-nastupila-osen/",,,,
51537,"Самая провокационная выставка Петербурга «Фантазии и сны Зигмунда Фрейда»: почему стоит посетить?","<p><a href=""https://kudago.com/spb/place/muzej-fantazii-i-snyi-zigmunda-frejda/""><u>Интерактивная выставка</u></a> для взрослых, наполненная идеями и гипотезами известного психоаналитика, интерпретациями и инсценировками откровенных снов и документальных кадров из жизни Зигмунда Фрейда. Всё это художники и организаторы собрали в одном месте для того, чтобы каждый мог погрузиться в мир искушений и своих фантазий. Рассказываем, что уникального вас ждёт на экспозиции.</p>",2024,9,27,,,,,
0.5,0,0,"интерактивная выставка «Фантазии и сны Зигмунда Фрейда»","ул. Большая Морская, д. 5",spb,"https://kudago.com/spb/news/samaya-provokatsionnaya-vyistavka/",,,,
51533,"Леди Гага выпустила клип на песню с нового альбома Harlequin","<p>В видео она гуляет по пустому Лувру.</p>",2024,9,26,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/ledi-gaga-vyipustila-klina-pesnyu/",,,,
51532,"Про медвежонка Паддингтона снимут сериал и ещё один фильм","<p>Новая кинолента будет приурочена к юбилею франшизы.</p>",2024,9,26,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/pro-medvezhonka-paddingtona/",,,,
51531,"В Хабаровском крае люди помогали китам спасти сородича","<p>Он застрял на отмели.</p>",2024,9,26,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/v-habarovskom-krae-lyudi-pomogali/",,,,
51530,"В Минтруда предложили сократить список запрещённых для женщин профессий","<p>Сейчас в нём 100 наименований.</p>",2024,9,26,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/v-mintruda-predlozhili-sokratit/",,,,
51529,"В центре Петербурга появились помидоры","<p>Первую «грядку» заметили 21 сентября.</p>",2024,9,26,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-tsentre-peterburga-poyavilis-pomidory/",,,,
51528,"Московское деловое издание выпустило самое большое интервью в истории России","<p>Оно в 30 раз длиннее стандартного.</p>",2024,9,26,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/moskovskoe-delovoe-izdanie/",,,,
51526,"В Петербурге откроется выставка-байопик про Виктора Цоя","<p>На ней покажут уникальное собрание его личных вещей.</p>",2024,9,26,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-peterburge-otkroetsya-vyistavka-/",,,,
51525,"Над Петербургом и Ленобластью заметили северное сияние","<p>Наблюдению не помешал даже дождь.</p>",2024,9,26,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/nad-peterburgom-i-lenoblastyu/",,,,
51524,"Оркестр «Северная симфония» под руководством Фабио Мастранджело открыл новый сезон","<p>Музыканты представили проект, посвящённый Пушкину.</p>",2024,9,26,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/orkestr-severnaya-simfoniya-pod/",,,,
51506,"Петербург Лии Арден: по следам вдохновения писательницы","<p>В списках городов, повлиявших на творчество отечественных писателей в самые разные эпохи, Петербург определённо занимает лидирующие строчки: сложно сосчитать всех именитых авторов, чья поэзия и проза пронизана духом Северной столицы. Звезда русскоязычного фэнтези Лия Арден в их числе. Сейчас писательница живёт и работает в Южной Корее, при этом не забывая про родной для неё Санкт-Петербург и регулярно возвращаясь туда для встреч с преданными поклонниками её романов.</p><p><em>Мы спросили Лию, с какими достопримечательностями города на Неве у неё связаны особые воспоминания и как эти памятные локации нашли отражение на страницах её книг. Приготовьтесь открыть Петербург с новой, магической стороны.</em></p>",2024,9,26,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/peterburg-lii-arden-po-sledam/",,,,
51521,"В Баварии состоялся крупнейший в мире парад такс","<p>Участвовало больше 1000 животных.</p>",2024,9,26,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/v-bavarii-sostoyalsya-krupnejshij-v/",,,,
51520,"Вышел дебютный трейлер продолжения «Волшебников из Вэйверли-плейс»","<p>Селена Гомес снялась в первом эпизоде в качестве приглашённого гостя.</p>",2024,9,26,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/vyishel-debyutnyij-trejler/",,,,
51519,"Опубликован трейлер сериала Альфонсо Куарона с Кейт Бланшетт","<p>В проекте также участвуют Саша Барон Коэн и звезда «Игры в кальмара» Чон Хо Ён.</p>",2024,9,25,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/poyavilsya-trejler-seriala/",,,,
51518,"У Linkin Park вышла новая песня","<p>Она войдёт в грядущий альбом группы.</p>",2024,9,25,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/u-linkin-park-vyishla-novaya-pesnya/",,,,
51517,"Леди Гага анонсировала новый альбом","<p>Он выйдет в конце сентября.</p>",2024,9,25,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/novyj-albom-ledi-gagi/",,,,
51505,"История как на ладони: 3 канала в VK Видео, которые оживляют прошлое","<p>Изучение истории может быть по-настоящему захватывающим и интерактивным процессом. KudaGo и VK Видео собрали для вас интересные исторические видеоблоги, где можно найти разборы мифов и легенд, реконструкцию событий и анализ малоизвестных фактов, которые помогают по-новому взглянуть на различные исторические моменты.</p>",2024,9,25,,,,,
0.7310585786300049,1,0,,,,"https://kudago.com/all/news/istoriya-kak-na-ladoni-3-kanala/",,,,
51516,"Вышел тизер-трейлер спин-оффа «Головоломки»","<p>Премьера состоится в декабре.</p>",2024,9,25,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/tizer-trejler-spin-offa-golovolomki/",,,,
51515,"Фотография души: почему стоит посетить новое шоу Ленинград Центра","<p>В честь 10-летия <a href=""https://kudago.com/spb/place/leningrad-centr/"">Ленинград Центра</a> на его сцене премьера 2024 года — <a href=""https://kudago.com/spb/event/teatr-kollektsioner-fotouvelichenie/"">шоу «Коллекционер. Фотоувеличение»</a>. Это путешествие в мир фотографии, любви, красоты и силы человеческого тела, многогранности танцевального искусства. Это рассказ о том, что снимок — не просто фиксация момента из жизни, но всегда история, которая не заканчивается за щелчком затвора.</p>",2024,9,25,,,,,
0.5,0,0,"шоу-пространство Ленинград Центр","ул. Потёмкинская, д. 4",spb,"https://kudago.com/spb/news/fotografiya-dushi-pochemu-stoit/",,,,
51514,"Нейросеть перерисовала героев «Простоквашино» в стиле Миядзаки","<p>Комментаторы отмечают похорошевшего Шарика.</p>",2024,9,25,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/nejroset-pererisovala-geroev/",,,,
51512,"У Биржевого моста открыли пешеходный тоннель с подогревом","<p>Он предотвращает образование наледи.</p>",2024,9,25,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/u-birzhevogo-mosta-otkryili/",,,,
51504,"В Санкт-Петербурге открылся сказочный музей «Небылица-Водица»","<p>В нём обитают волшебные герои из подводного царства.</p>",2024,9,25,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-sankt-peterburge-otkryilsya-24-09-2024/",,,,
51508,"Опубликован список городов с самыми красивыми закатами","<p>Российских городов в нём нет.</p>",2024,9,24,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/opublikovan-spisok-gorodov-s/",,,,
51509,"В Московской и Ленинградской областях проверят системы экстренного оповещения","<p>Систему тестируют несколько раз в год.</p>",2024,9,24,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/proverka-sistem-ekstrennogo-opovesheniya-moskva-peterburg/",,,,
51507,"Марго Робби и Джейкоб Элорди сыграют в новой версии «Грозового перевала»","<p>Съёмки начнутся в следующем году.</p>",2024,9,24,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/margo-robbi-i-dzhejkob-elordi/",,,,
51502,"По мотивам «Друзей» выйдет телевикторина","<p>В честь юбилея сериала.</p>",2024,9,24,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/po-motivam-druzej-vyipustyat/",,,,
51500,"Идёт работа над мультсериалом про Чебурашку","<p>Он выйдет в следующем году.</p>",2024,9,24,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/idyot-rabota-nad-multserialom/",,,,
51503,"Утопия по-русски: рецензия на сериал «Исправление и наказание»","<p>С 16 сентября на телеканале ТНТ стартовал второй сезон сериала «Исправление и наказание» с Анной Михалковой в главной роли. Фанаты комедии ждали продолжения истории два года. В новых сериях курс всё также взят на любовь и юмор. Каким обещает быть развитие сериала — читайте в нашей рецензии. Ещё больше материалов ищите в разделе <a href=""https://kudago.com/spb/kino/"">о кино</a>. </p>",2024,9,24,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/utopiya-po-russki-recenziya-na-serial-ispravlenie-i-nakazanie/",,,,
51468,"Социальный хоррор: рецензия на фильм «Холли»","<p>До российского проката добралось неторопливое и пугающее кино бельгийки Фин Трох. Лента была показана в основном конкурсе 80-го Венецианского кинофестиваля, а затем на кинофестивале VOICES в Вологде. На большие экраны картину привезла кинопрокатная компания <strong>Arthouse</strong>, которая старается удивлять российского зрителя свежими арт-новинками. И «Холли» не исключение. Подробнее о фильме читайте в нашей рецензии. Ещё больше обзоров премьер и рецензий на фильмы ищите у нас на сайте в разделе про <a href=""https://kudago.com/spb/kino/"" target=""_blank"" title=""киноафиша ""><u>кино</u></a>.</p>",2024,9,24,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/retsenziya-na-film-holli/",,,,
51498,"На «Балтийской» отремонтируют путевые стены","<p>Закрывать станцию не будут. </p>",2024,9,24,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/kapitalnyj-remont-na-baltijskoj/",,,,
51495,"В Ленобласти заметили воробья с белыми перьями","<p>Это не альбинос.</p>",2024,9,24,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-lenoblasti-zametili-belogo-vorobya/",,,,
51494,"Вышел новый трейлер второго «Гладиатора»","<p>Премьера ожидается в ноябре.</p>",2024,9,24,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/novyj-trejler-vtorogo-gladiatora/",,,,
51493,"Вышел первый трейлер фильма о злодеях Marvel","<p>Премьера — в первой половине в следующего года.</p>",2024,9,24,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/pervyj-trejler-gromoverzhcev/",,,,
51492,"В башне Олафа в Выборгском замке установили лифт","<p>Цитадель снова начнёт принимать гостей до конца декабря.</p>",2024,9,24,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-bashne-olafa-v-vyiborgskom-zamke-ustanovili-lift/",,,,
51489,"Джонни Депп получит премию за достижения в кинематографе на Римском кинофестивале","<p>Он состоится в октябре.</p>",2024,9,23,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/dzhonni-depp-poluchit-premiyu-za/",,,,
51485,"Вышел новый трейлер экшен-комедии «Миссия: Красный» с Дуэйном Джонсоном и Крисом Эвансом","<p>В прокате лента появится в ноябре.</p>",2024,9,23,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/vyishel-novyij-trejler-ekshen-/",,,,
51484,"В Австралии гигантский пингвинёнок стал звездой соцсетей","<p>Дело в его богатырских размерах.</p>",2024,9,23,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/v-avstralii-gigantskij-ptenets/",,,,
51486,"Банк России выпустил памятные монеты в честь мультфильма «Ёжик в тумане»","<p>Мультику скоро исполнится 50 лет.</p>",2024,9,23,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/bank-rossii-vyipustil-pamyatnyie-23-09-2024/",,,,
51471,"«Жизнь одна, никто не знает, что будет завтра»: интервью с организатором вечеринки «Белая» Андреем Резниковым","<p>В выходные пройдет масштабная <a href=""https://kudago.com/spb/event/vecherinka-belaya/"">вечеринка «Белая»</a> от создателей легендарного фестиваля Sensation. Зрители побывают в целом сказочном городе, где увидят воздушных гимнастов, впечатляющую видеографику и нескольких зарубежных звезд. Перед праздником танцевальной музыки и визуального искусства Андрей Резников рассказал, чего ждать гостям «Белой». </p>",2024,9,23,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/intervyu-s-organizatorami-belaya/",,,,
51483,"Linkin Park представит новый сингл на чемпионате мира по League of Legends","<p>По слухам, его используют в новом сезоне «Аркейна».</p>",2024,9,23,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/linkin-park-predstavit-novyij/",,,,
51479,"В Выборгском районе после реконструкции открылся сад Александра Матросова","<p>Благоустройство провели по инициативе местных жителей.</p>",2024,9,23,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-vyiborgskom-rajone-posle/",,,,
51478,"Кинолог назвал самые популярные литературные клички собак","<p>Лидерами рейтинга стали Мастер и Маргарита.</p>",2024,9,23,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/kinolog-nazval-samyie-populyarnyie-23-09-2024/",,,,
51476,"У Земли появится вторая Луна","<p>Но только на два месяца.</p>",2024,9,23,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/u-zemli-poyavitsya-vtoraya-luna/",,,,
51475,"Скоро в Петербурге потеплеет","<p>Однако к субботе температура понизится.</p>",2024,9,23,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/skoro-v-peterburge-potepleet/",,,,
51467,"Вышел новый тизер продолжения «Игры в кальмара»","<p>Новые эпизоды покажут в конце года.</p>",2024,9,20,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/novyj-tizer-igra-v-kalmara-2/",,,,
51464,"В России могут запретить повышать цены на такси во время чрезвычайных ситуаций","<p>Безопасный транспорт должен стать доступнее. </p>",2024,9,20,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/v-rossii-mogut-zapretit-povyshat-ceny-na-taksi/",,,,
51465,"В Петербурге представили книгу о спорте в блокадном Ленинграде","<p>Она приурочена к юбилею снятия блокады.</p>",2024,9,20,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-peterburge-predstavili-knigu-o/",,,,
51462,"Нашли неизвестное произведение Моцарта","<p>Композитор написал его ещё подростком.</p>",2024,9,20,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/nashli-neizvestnoe-proizvedenie/",,,,
51463,"Чарли Ханнэм сыграет маньяка Эда Гейна в третьем сезоне «Монстра»","<p>Образ этого серийного убийцы не раз находил отражение в кино.</p>",2024,9,20,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/charli-hannem-syigraet-manyaka-eda/",,,,
51460,"Семьи пройдут испытание дачей в новом шоу «Парниковый эффект»","<p>Главный приз — 100 000 рублей.</p>",2024,9,20,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/semi-projdut-ispyitanie-dachej-v/",,,,
