Идентификатор,Заголовок,Описание,"Дата публикации",Рейтинг,"Кол-во лайков","Кол-во комментариев","Название места","Адрес места","Локация места",Ссылка
51294,"РЖД продлили маршрут туристического поезда «Зоопарк экспресс» в Карелии","<p>Состав продолжит курсировать осенью</p>",2024,9,6,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/rzhd-prodlili-marshrut/",,,,
51212,"Прятки, салки и Шекспир: рецензия на спектакль «Барышня-крестьянка» в Молодёжном театре на Фонтанке","<p><a href=""https://kudago.com/spb/place/molodezhnyj-teatr-na-fontanke/"">Молодёжный театр на Фонтанке</a> представил собственную сценическую версию «Барышни-крестьянки» из цикла Александра Сергеевича Пушкина «Повести Белкина». Премьера состоялась в рамках фестиваля «Петербург. Пространство Пушкина», приуроченного к 225-летию поэта. В постановке режиссёра Натальи Архиповой лаконичный пушкинский шедевр оброс дополнительными персонажами и сюжетными линиями, сохранив первоначальную лёгкость и очарование. Руководитель постановки — Семён Спивак.</p>",2024,9,6,,,,,
0.7310585786300049,1,0,,,,"https://kudago.com/spb/news/review-spektakl-baryshnya-krestianka/",,,,
51292,"Петербургу обещают новые температурные рекорды","<p>Летняя погода задержится в Северной столице.</p>",2024,9,6,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/peterburgu-obeschayut-novyie/",,,,
51258,"«Дорожное радио» проведёт специальный эфир из Петропавловской крепости","<p>Слушателей ждём особое шоу.</p>",2024,9,6,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/dorozhnoe-radio-provedyot/",,,,
51282,"В Ленобласти грибы растут даже в лисьих норах","<p>Фотографии находки появились в соцсетях.</p>",2024,9,5,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-lenoblasti-gribyi-nahodyat-dazhe/",,,,
51281,"В программу следующих «Поющих мостов» вошли песни в исполнении Галины Вишневской","<p>Шоу посвятят дню начала Блокады Ленинграда.</p>",2024,9,5,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-programmu-sleduyuschih-poyuschih/",,,,
51280,"Netflix заказал мультсериал по «Сумеркам»","<p>В основу ляжет роман, написанный от лица Эдварда Каллена.</p>",2024,9,5,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/netflix-zakazal-multserial-po-sumerkam/",,,,
51279,"«Убийства в одном здании» получили пятый сезон","<p>Сейчас транслируют четвёртый.</p>",2024,9,5,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/ubijstva-v-odnom-zdanii/",,,,
51278,"Проект VK Места выпустил фильм о Санкт-Петербурге","<p>Ведущие побывали в старинных дворцах и современных музеях.</p>",2024,9,5,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/proekt-vk-mesta-vyipustil-film-o/",,,,
51277,"Стало известно, когда в Петербурге внедрят новые способы оплаты проезда","<p>Их тестирование начнётся осенью.</p>",2024,9,5,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/kogda-v-peterburge-vnedryat-novye-sposoby-oplaty-proezda/",,,,
51274,"Строительство ВСМ между Москвой и Петербургом собираются начать в сентябре","<p>На её прокладку намерены потратить не более пяти лет.</p>",2024,9,5,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/stroitelstvo-vsm-moskva-/",,,,
51272,"Критики выбрали 100 лучших эпизодов из американских сериалов","<p>В топ попали не только современные шоу, но и классика ТВ. </p>",2024,9,5,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/100-luchshih-epizodov-iz-amerikanskih-serialov/",,,,
51269,"Главный штаб закроют на три дня","<p>Остальные музейные пространства Эрмитажа работают по привычному графику.</p>",2024,9,5,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/glavnyij-shtab-zakroyut-na-tri-dnya/",,,,
51268,"Новая книга Виктора Пелевина выйдет в этом году","<p>Писатель скрасил ожидание фанатов специальным плейлистом.</p>",2024,9,5,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/novaya-kniga-viktora-pelevina/",,,,
51266,"В России начнут проводить школьные олимпиады по труду","<p>Первая состоится в этом году.</p>",2024,9,4,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/v-rossii-nachnut-provodit/",,,,
51265,"В Петербурге первоклассникам подарят билеты в кино","<p>С собой предлагают взять одного из родителей.</p>",2024,9,4,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-peterburge-pervoklassnikam/",,,,
51263,"Вышел трейлер нового сериала с Николь Кидман","<p>В проекте приняли участие Лив Шрайбер и Дакота Фаннинг. </p>",2024,9,4,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/vyishel-trejler-novogo-seriala-s/",,,,
51260,"Фандом Фест опубликовал финальную программу фестиваля","<p>В ней — встречи с авторами и выступления известных артистов.</p>",2024,9,4,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/finalnaya-programma-fandom-festa/",,,,
51257,"Появился новый тизер фильма «Джокер: Безумие на двоих»","<p>Также студия опубликовала новый постер и фрагмент из ленты.</p>",2024,9,4,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/vyishel-novyij-tizer-dzhokera/",,,,
51256,"Одинокий дикарь: рецензия на фильм «Чёрный пёс»","<p>В российский прокат выходит китайский фильм «Чёрный пёс» — нетипичная история о дружбе человека и собаки. Чем хорош лауреат Каннского фестиваля, рассказываем в нашей рецензии. Ещё больше обзоров премьер и рецензий на фильмы ищите у нас на сайте в разделе про <a href=""https://kudago.com/spb/kino/"" target=""_blank"" title=""киноафиша ""><u>кино</u></a>.</p>",2024,9,4,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/retsenziya-na-film-chyornyij-pyos/",,,,
51255,"Звёзды «Гарри Поттера» появились в новом трейлере кулинарного шоу по миру Джоан Роулинг","<p>В роли ведущих близнецы Уизли.</p>",2024,9,4,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/zvyozdyi-filmov-pro-garri-pottera/",,,,
51254,"В Петербурге побит температурный рекорд","<p>Лето продолжается.</p>",2024,9,4,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-peterburge-pobit-temperaturnyij/",,,,
51246,"Школьников Приморья будут учить корейскому языку","<p>В регион пригласили педагогов из Северной Кореи.</p>",2024,9,3,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/shkolnikov-primorya-budut-uchit/",,,,
51249,"Попытка повторить: рецензия на фильм «Счастливые дни»","<p>Сейчас на больших экранах можно увидеть медленное, тягучее итальянское кино о попытке возродить былые отношения. Режиссёр и сценарист Симоне Петралья берёт на главные роли Анну Гальена и Франко Неро. Но тандем прекрасных актёров, кажется, не показывает максимально слаженной работы. А в самом сюжете угадываются связи с великой «Любовью» Михаэля Ханеке. Подробнее о том, каким получился фильм, читайте в нашей рецензии. Ещё больше обзоров премьер и рецензий на фильмы ищите у нас на сайте в разделе про <a href=""https://kudago.com/spb/kino/"" target=""_blank"" title=""киноафиша ""><u>кино</u></a><em>.</em></p>",2024,9,3,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/popyitka-povtorit-retsenziya-na/",,,,
51244,"Кровь и мёд: рецензия на фильм «Пчеловод» с Джейсоном Стэйтемом","<p>«Пчеловод» — боевик от режиссёра «Патруля», «Ярости» и «Отряда самоубийц» Дэвида Эйра. А любимый, почти что народный, актёр для российского зрителя — Джейсон Стэйтем — пробует себя в новой роли. Перевозчиком, механиком и шпионом он уже был. А вот пчеловод — это нечто новое в фильмографии Стэйтема. Каким получился фильм, читайте в нашей рецензии. Ещё больше обзоров премьер и рецензий на фильмы ищите у нас на сайте в разделе про <a href=""https://kudago.com/spb/kino/"" target=""_blank"" title=""киноафиша ""><u>кино</u></a>.</p>",2024,9,3,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/krov-i-myod-retsenziya-na-film/",,,,
51243,"Сильвестр Сталлоне пишет сценарий к приквелу «Рокки»","<p>В нём главному герою 17 лет.</p>",2024,9,3,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/silvestr-stallone-pishet/",,,,
46751,"Эногастрономический фестиваль «Черноморская винная неделя»","<p>«Черноморская винная неделя» в Краснодарском крае вновь станет центром притяжения туристов со всей страны. Гостей ждёт обширная программа на любой вкус: экскурсии, музыка, творчество, спорт, ярмарка и другие события. </p>",2024,9,3,,,,,
0.7310585786300049,1,0,,,,"https://kudago.com/all/news/enogastronomicheskij-festival/",,,,
51241,"В Ленобласти в объектив камеры попал готовящийся к зиме медведь","<p>Он отъедается ягодами перед спячкой.</p>",2024,9,3,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-lenoblasti-v-obektiv-kameryi/",,,,
51240,"Эрмитаж объявил тему ежегодного конкурса авторской ёлочной игрушки","<p>Работы можно присылать до конца ноября.</p>",2024,9,3,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/ermitazh-obyavil-temu-ezhegodnogo/",,,,
51238,"Стала известна дата премьеры шоу «Вызов. Китайский сезон»","<p>Команды из России и Китая сразятся за 10 000 000 рублей.</p>",2024,9,3,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/stala-izvestna-data-premeryi-shou/",,,,
51239,"В Петербурге расширят список объектов культурного наследия","<p>Его пополнят более 30 памятников истории и культуры.</p>",2024,9,3,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-peterburge-rasshiryat-spisok/",,,,
51235,"Работодатели рассказали, нужно ли писать о хобби в резюме","<p>Мнения разделились.</p>",2024,9,3,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/rabotodateli-rasskazali-nuzhno/",,,,
51232,"Вход на станцию «Звёздная» ограничат из-за ремонтных работ","<p>Их завершат в середине октября.</p>",2024,9,3,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/vhod-na-stantsiyu-zvyozdnaya-ogranichat-iz-za-remonta/",,,,
51185,"«Главная наша миссия — познакомить людей»: интервью с группой Settlers","<p>Команда Settlers, лихо сочетающая русский фолк с инди и соулом, выступит <a href=""https://kudago.com/spb/event/festival-storonyi-sveta/"">на фестивале «Стороны света»</a>. По этому случаю участники коллектива рассказали KudaGo о хороводах со зрителями и поделились гастрольной байкой. </p>",2024,9,2,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/settlers-interview/",,,,
51227,"В Калифорнии запретили создавать цифровых двойников умерших актёров при помощи ИИ","<p>Закон поддержал профсоюз актёров.</p>",2024,9,2,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/v-kalifornii-zapretili-sozdavat/",,,,
51226,"В Сестрорецке благоустроили пляж","<p>Там появилась детская площадка.</p>",2024,9,2,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-sestroretske-blagoustroili-plyazh/",,,,
51062,"Go по работам: дизайнеры бренда Wearnost про дружбу с клиентами, уникальные материалы и мечты, ставшие реальностью","<p>Анастасию Нефедьеву и Юлию Юсупову объединила общая цель — создавать качественные и комфортные пижамы для дома. Так появился на свет бренд одежды из тенселя с нежным названием Wearnost («Верность»). Мы поговорили с Анастасией и Юлией о том, как они решили шить одежду из этой ткани, как успевают совмещать в себе столько ролей и как сделали так, чтобы покупатели возвращались.</p>",2024,9,2,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/go-po-rabotam-proizvoditeli-i/",,,,
51225,"В Петербурге лося вытащили из Невы","<p>Животному помогли вернуться в лес.</p>",2024,9,2,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-peterburge-losyu-pomogli/",,,,
50892,"Go по работам: соосновательницы бренда DEDÈ про гениальные идеи в 4 утра, неуловимую ткань и дьявола в деталях","<p>Герои <a href=""https://kudago.com/spb/activity/go-po-rabotam/"">Go по работам</a> — уникальные женщины по нескольким причинам. Во-первых, они являются соосновательницами <a class=""external-link"" href=""https://dedestore.ru/?erid=2SDnjc6GNaE"" rel=""nofollow"" target=""_blank"">бренда одежда для деловых женщин DEDÈ</a>. Во-вторых, они успешно совмещают ведение бизнеса с ролью многодетных мам, а бренд называют своим четвёртым ребёнком. Мы поговорили с Мариной Фоменко и Анной Рябенко о том, как им удаётся создавать одежду на века, приучать женщин к комфортному стилю и сочетать элегантность с самоподачей. </p>",2024,9,2,,,,,
0.7310585786300049,1,0,,,,"https://kudago.com/all/news/go-po-rabotam-soosnovatelnitsyi-dede/",,,,
51223,"Осень не спешит в Москву и Петербург","<p>Жителям мегаполисов обещают летнюю погоду.</p>",2024,9,2,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/osen-ne-speshit-v-moskvu-i/",,,,
51222,"Боксёры и блогеры соревнуются в бисероплетении в новом шоу","<p>Победителя ждёт денежный приз.</p>",2024,9,2,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/bojtsyi-pletut-iz-bisera-ot/",,,,
51218,"10AGE и Анет Сай вместе озвучили книгу и выпустили к ней трек","<p>Обе работы — о любви.</p>",2024,9,2,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/10age-i-anet-saj-vmeste-ozvuchili/",,,,
51217,"Барри Кеоган сыграет в фильме по мотивам «Острых козырьков»","<p>Детали его роли не разглашаются.</p>",2024,8,30,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/barri-keogan-syigraet-v-filme-po/",,,,
51216,"Приоратский замок осадили ежи","<p>Колючие гости поедают кошачий корм.</p>",2024,8,30,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/prioratskij-zamok-osadili-ezhi/",,,,
51215,"В Петербурге откроется сеть математических кружков от лицея № 239","<p>Занятия в ведущей школе города станут доступнее.</p>",2024,8,30,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-peterburge-otkroetsya-set/",,,,
51214,"В лесу в Ленобласти заметили соболя, который там не обитает","<p>Ушастый зверёк выбрался в дикую природу.</p>",2024,8,30,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-lesu-v-lenoblasti-zametili/",,,,
51208,"Go по работам: поэт Янур Василиев про вдохновение как особенное состояние мозга, поэзию безвременья и фестиваль «День Д»","<p>На этих выходных в Петербурге пройдёт <a href=""https://kudago.com/spb/event/prazdnik-den-d---89/"">фестиваль «День Д»</a>, посвящённый творчеству Сергея Довлатова. Мы поговорили с одним из его участников — поэтом Януром Васильевым — о том, почему для него так важно участвовать в этом событии, что стоит за каждым написанным стихотворением и как поймать музу, если она от тебя постоянно ускользает.  </p>",2024,8,30,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/go-po-rabotam-poet-yanur/",,,,
51211,"Зрители «Поющих мостов» смогут увидеть лазерное шоу про Петербург будущего","<p>Публике покажут, какие крупные объекты скоро украсят город.</p>",2024,8,30,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/zriteli-poyuschih-mostov-smogut/",,,,
51210,"Появились первые кадры фильма «Мир Юрского периода: Возрождение»","<p>Седьмая часть франшизы выйдет летом 2025-го. </p>",2024,8,30,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/poyavilis-pervyie-kadryi-filma/",,,,
51209,"Netflix анонсировал сериал о звёздах баскетбола","<p>Шоу покажет спортивную и личную жизнь игроков НБА.</p>",2024,8,30,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/netflix-anonsiroval-serial-o-zvezdah-basketbola/",,,,
51205,"Англичанин нашёл в гараже гравюры Сальвадора Дали","<p>Творения прятались там полвека.</p>",2024,8,29,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/anglichanin-nashyol-v-garazhe/",,,,
51203,"К началу учебного года выпустят тематические «Подорожники»","<p>Тираж ограничен.</p>",2024,8,29,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/k-nachalu-uchebnogo-goda-vyipustyat/",,,,
51202,"Дикие лисы осваиваются в Приморском районе","<p>Рыжих хищниц регулярно видят на улицах.</p>",2024,8,29,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/dikie-lisyi-osvaivayutsya-v/",,,,
51201,"Россияне поделились любимыми спортивными активностями этого лета","<p>Сезон стал прибыльным для фитнес-клубов.</p>",2024,8,29,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/rossiyane-podelilis-lyubimyimi/",,,,
51200,"В районе Купчино сделают новую велодорожку","<p>Работы завершат в конце осени.</p>",2024,8,29,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-kupchino-sdelayut-novuyu/",,,,
51198,"Режиссёр «Холопа» снимет новую версию «Королевства кривых зеркал»","<p>Съёмки стартуют в следующем году.</p>",2024,8,29,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/rezhissyor-holopa-snimet-novuyu/",,,,
51197,"Парад планет наблюдали одновременно с северным сиянием","<p>Снимки появились в соцсетях.</p>",2024,8,29,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/parad-planet-nablyudali/",,,,
51195,"В Приморском районе благоустроили берег Большой Невки","<p>Новое общественное пространство откроют в ближайшее время.</p>",2024,8,29,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-primorskom-rajone/",,,,
51190,"В Петербурге готовятся строить трамвайную линию от Парнаса до Бугров","<p>Идёт оформление документов.</p>",2024,8,28,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-peterburge-gotovyatsya-stroit/",,,,
51188,"Вышел премьерный трейлер нового «Соника»","<p>В кинотеатрах фильм выйдет в конце года.</p>",2024,8,28,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/vyishel-premernyij-trejler-novogo/",,,,
51187,"У лосей Ленобласти начался гон","<p>Возрастает риск ДТП с их участием.</p>",2024,8,28,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/u-losej-lenoblasti-nachalsya-gon/",,,,
51182,"Мобильные пункты вакцинации от гриппа открылись в Петербурге","<p>Их можно найти у станций подземки и в торговых центрах.</p>",2024,8,28,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/mobilnyie-punktyi-vaktsinatsii-ot-grippa-v-peterburge/",,,,
51180,"Победить с помощью воображения: рецензия на мультфильм «Гиганты Ла-Манша»","<p>Новинка для детей и в целом для семейного похода в кино — мультфильм с отсылками к великому «Дон Кихоту» Сервантеса от режиссёра Гонсало Гутьерреса. В российском дубляже главные роли озвучили стендап-комик Никита Шевчук и певица Instasamka. В остальном же анимация почти что ничем не примечательна. Впрочем, сама история не лишена обаяния. Подробнее читайте в нашей рецензии. Ещё больше обзоров премьер и рецензий на фильмы ищите у нас на сайте в разделе про <a href=""https://kudago.com/spb/kino/"" target=""_blank"" title=""киноафиша ""><u>кино</u></a>.</p>",2024,8,28,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/retsenziya-na-multfilm-gigantyi/",,,,
51178,"Анимационный сиквел «Все ненавидят Криса» выйдет в сентябре","<p>Премьера мультсериала состоится в конце месяца.</p>",2024,8,28,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/sikvel-sitkoma-vse-nenavidyat/",,,,
51177,"В Петербурге недовольны высокими ценами на «Сапсаны»","<p>Особое обращение отправят в госсовет по туризму.</p>",2024,8,27,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/peterburgskie-chinovniki-i/",,,,
51175,"Набережные в центре Петербурга объединят в единое пешеходное пространство","<p>Появятся новые выходы к воде.</p>",2024,8,27,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/naberezhnyie-v-tsentre-peterburga/",,,,
51174,"Новое гастропространство появится в Невском районе Петербурга","<p>Оно откроется в 2025 году.</p>",2024,8,27,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/gastroprostranstvo-v-nevskom-rajone/",,,,
51172,"Oasis объявили о воссоединении","<p>На следующий год запланирован концертный тур.</p>",2024,8,27,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/oasis-obyavili-o-vossoedinenii/",,,,
51173,"Баста рассказал о новом рэп-кор проекте, отношении к славе и отцовстве","<p>Рэпер дал большое честное интервью. </p>",2024,8,27,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/basta-rasskazal-o-novom-rep-kor/",,,,
51171,"Медвежонок выбежал на трассу М-11 и создал пробку","<p>Водители терпеливо ждали, пока косолапый набегается.</p>",2024,8,27,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/medvezhonok-vyibezhal-na-trassu/",,,,
51169,"Вышел трейлер второй части четвертого сезона «Эмили в Париже»","<p>Премьера состоится в начале осени.</p>",2024,8,27,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/trejler-vtoroj-chasti-4-sezona-emili-v-parizhe/",,,,
51168,"Опубликован топ-10 российских мелодрам","<p>Специалисты проанализировали отзывы зрителей и экспертов.</p>",2024,8,27,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/top-10-luchshih-rossijskih-melodram/",,,,
51165,"К началу учебного года РЖД запустят дополнительные «Сапсаны»","<p>А в сентябре увеличат количество мест в поездах.</p>",2024,8,27,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/k-nachalu-uchebnogo-goda-rzhd/",,,,
51164,"Фестиваль «Антон тут рядом» собрал рекордное количество средств","<p>Поддержать организацию пришло свыше 6 500 человек.</p>",2024,8,27,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/festival-anton-tut-ryadom-v-peterburge/",,,,
51162,"Назвали самых высокооплачиваемых специалистов Петербурга","<p>Лидеры — представители IT-индустрии.</p>",2024,8,26,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/peterburzhtsam-nazvali-samyih/",,,,
51160,"В конце августа в небе пройдёт парад планет","<p>Большинство можно будет разглядеть невооруженным глазом.</p>",2024,8,26,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/v-kontse-avgusta-v-nebe-projdyot/",,,,
51159,"Пассажиры РЖД требуют запретить есть в вагонах лапшу и пюре","<p>Специи пахнут бедностью.</p>",2024,8,26,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/passazhiryi-rzhd-trebuyut-zapretit/",,,,
51157,"В Disney работают сразу над двумя новыми частями «Холодного сердца»","<p>Релиз третьего фильма запланирован на 2027 год.</p>",2024,8,26,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/v-disney-rabotayut-srazu-nad/",,,,
51156,"Проклятый мальчик: рецензия на фильм «Ворон»","<p>Ремейк культового фильма 1994 года уже на больших экранах. Долгожданный и амбициозный проект не оправдал зрительских ожиданий. В чём проблема нового фильма с Биллом Скарсгардом в главной роли, читайте в нашей рецензии. Ещё больше обзоров премьер и рецензий на фильмы ищите у нас на сайте в разделе про <a href=""https://kudago.com/spb/kino/"" target=""_blank"" title=""киноафиша ""><u>кино</u></a>.</p>",2024,8,26,,,,,
0.5,0,1,,,,"https://kudago.com/all/news/retsenziya-na-film-voron/",,,,
51155,"При сдаче ЕГЭ запретили ссылаться на комиксы и компьютерные игры","<p>Также из списка рекомендованной литературы пропали Оруэлл и Пелевин.</p>",2024,8,26,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/pri-sdache-ege-zapretili/",,,,
51153,"Гид по фестивалю «Современное кино Китая»","<p>С 7 по 16 сентября в трёх городах — Санкт-Петерубрге, Москве и Новосибирске — пройдёт фестиваль «Современное кино Китая». Впервые в Россию привезут пять новых кинолент. Редакция KudaGo уже ознакомилась с программой кинофестиваля. В этом материале расскажем, что необычного увидит российский зритель. Ещё больше обзоров премьер и рецензий на фильмы ищите у нас на сайте в разделе про <a href=""https://kudago.com/spb/kino/"" target=""_blank"" title=""киноафиша спб и мск ""><u>кино</u></a>.</p>",2024,8,26,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/gid-po-festivalyu-sovremennoe/",,,,
51151,"«Тед  Лассо» получит четвёртый сезон","<p>Съёмки могут начаться в следующем году.</p>",2024,8,26,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/chetvertyj-sezon-ted-lasso/",,,,
51150,"В зимнем расписании Пулкова впервые появятся рейсы в Шанхай","<p>Они будут выполняться три раза в неделю.</p>",2024,8,26,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-zimnem-raspisanii-pulkovo/",,,,
51148,"Конец лета порадует петербуржцев отсутствием дождей","<p>Похолодания не ожидается.</p>",2024,8,26,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/konets-leta-poraduet-peterburzhtsev/",,,,
51141,"Одноклассники запускают первое профессиональное шоу в формате slow life","<p>Проект перенесёт зрителей подальше от будничной суеты.</p>",2024,8,26,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/odnoklassniki-zapuskayut-pervoe/",,,,
51139,"Создатель «Коня БоДжека» возьмётся за новый мультик для взрослых","<p>Сюжет будет строиться вокруг истории семьи.</p>",2024,8,23,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/sozdatel-konya-bodzheka/",,,,
51142,"В школах России начнут преподавать семьеведение","<p>Цель курса — повысить рождаемость.</p>",2024,8,23,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/v-shkolah-rossii-nachnut/",,,,
51140,"Ливерпульский клуб, где играли The Beatles, переделали в апартаменты","<p>У фанатов появилась возможность провести там выходные.</p>",2024,8,23,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/liverpulskij-klub-gde-igrali/",,,,
51138,"Порушенная иерархия: рецензия на фильм «Идеальный лжец»","<p>В прокате — фильм «Идеальный лжец» с Питером Сарсгаардом в роли обольстительного негодяя. Захватывающая комедия не без иронии напоминает, что на самоизоляции живётся несладко в любые времена. Ещё больше обзоров премьер и рецензий на фильмы ищите у нас на сайте в разделе про <a href=""https://kudago.com/spb/kino/"" target=""_blank"" title=""киноафиша ""><u>кино</u></a>.</p>",2024,8,23,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/retsenziya-na-film-idealnyij-ljec/",,,,
51137,"Netflix снимет сериал по «Портрету Дориана Грея»","<p>Действие перенесут в наши дни.</p>",2024,8,23,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/netflix-snimet-serial-po/",,,,
51134,"Опубликован трейлер аниме «Властелин колец: Война рохирримов»","<p>Премьера в конце года.</p>",2024,8,23,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/opublikovan-trejler-anime/",,,,
51129,"ГМИИ имени Пушкина приглашает на акцию «Рисуем вместе»","<p>Она пройдёт в филиалах по всей стране.</p>",2024,8,23,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/gmii-imeni-pushkina-priglashaet-na/",,,,
51130,"В Петербурге объявили «оранжевый» уровень погодной опасности","<p>Его сменит «жёлтый».</p>",2024,8,23,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/v-peterburge-obyavili-23-08-2024/",,,,
51132,"Вход на станцию «Площадь Восстания» ограничат","<p>Расписание работы вестибюля изменится на два месяца.</p>",2024,8,23,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/vhod-na-stantsiyu-ploschad/",,,,
51127,"Гнездо редкой птицы заметили в Петербурге","<p>Это лишь второй случай за несколько лет.</p>",2024,8,22,,,,,
0.5,0,0,,,,"https://kudago.com/spb/news/gnezdo-redkoj-ptitsyi-zametili-v/",,,,
51125,"В Африке нашли гигантский алмаз","<p>Он весит почти 500 грамм.</p>",2024,8,22,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/v-afrike-nashli-gigantskij-almaz/",,,,
51119,"Москву посетит известный буддийский учитель","<p>Один из выдающихся буддийских учителей современности Кьябдже Намка Дриме Рабджам Ринпоче прибудет в Москву 1 сентября.</p>",2024,8,22,,,,,
0.5,0,0,,,,"https://kudago.com/all/news/moskvu-posetit-izvestnyij/",,,,
